Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Body Type,Position,Height,Weight
19,Denmark,66,69,SK Sturm Graz,96404679,224811,Left,3,3.0,3,Normal,Forward,187,79
24,Brazil,62,88,APOEL Nicosia FC,103883858,211072,Right,3,3.0,3,Normal,Middle,179,73
32,Australia,61,72,Hyderabad FC,64145125,231799,Right,4,3.0,3,Normal,Middle,176,75
21,Paraguay,64,75,Club Cerro Porteño,104363739,259093,Left,4,2.0,2,Lean,Back,174,70
22,England,71,59,Charlton Athletic,82879636,256906,Right,3,4.0,3,Lean,Back,174,68
35,Brazil,61,75,Western Sydney Wanderers,141746735,273741,Right,3,2.0,3,Normal,Back,191,85
21,United States,67,71,Charlotte FC,105642847,241903,Left,2,3.0,2,Normal,Middle,183,75
22,Venezuela,73,72,Deportivo La Guaira FC,120213456,216428,Right,4,3.0,4,Normal,Forward,181,74
21,Netherlands,67,66,N.E.C. Nijmegen,104309403,263980,Left,3,3.0,3,Lean,Back,183,74
25,Ecuador,70,78,Delfín Sporting Club,110463573,235799,Left,4,3.0,4,Normal,Back,181,79
26,Brazil,68,61,HJK Helsinki,81098996,293459,Left,2,3.0,3,Normal,Middle,180,70
22,Sweden,60,63,Kalmar FF,117134350,315562,Right,3,3.0,2,Lean,Middle,180,78
28,Turkey,72,76,İttifak Holding Konyaspor,99163468,283837,Right,3,3.0,4,Normal,Middle,179,75
20,Republic of Ireland,68,68,Shelbourne FC,94648336,227862,Right,3,3.0,2,Normal,Forward,181,58
26,Peru,68,68,Cienciano,108625422,296995,Right,3,3.0,3,Normal,Back,178,77
21,Germany,63,78,Fortuna Düsseldorf,103537469,159240,Right,3,3.0,3,Normal,Middle,175,70
26,Germany,62,75,Borussia Dortmund II,72634955,200776,Left,2,2.0,2,Normal,Middle,172,70
25,Saudi Arabia,68,82,Al Adalah,91086077,133815,Right,3,4.0,3,Lean,Back,173,59
32,Uruguay,69,78,Club Social y Deportivo Macará,111187405,215355,Right,3,3.0,3,Stocky,Middle,180,76
26,Germany,69,60,Karlsruher SC,45457881,137333,Right,2,4.0,3,Lean,Back,175,64
21,Denmark,69,66,Aalborg BK,77418748,209049,Right,3,3.0,3,Normal,Middle,182,65
30,Turkey,64,74,Altay SK,92789937,275121,Right,3,3.0,3,Normal,Back,184,76
23,Ghana,65,63,FC Ingolstadt 04,75776093,263797,Right,2,3.0,2,Normal,Middle,178,72
23,United States,68,69,Royal Antwerp FC,64088069,203422,Left,3,2.0,3,Lean,Back,177,72
20,Italy,70,68,Lecce,78696109,181131,Left,3,3.0,4,Normal,Forward,183,74
26,Germany,76,59,SC Paderborn 07,85361203,271730,Right,2,3.0,2,Normal,Forward,190,86
18,Norway,64,67,Strømsgodset IF,88760446,184494,Right,3,3.0,2,Normal,Back,177,60
29,Brazil,80,82,FC Paços de Ferreira,190500000,340224,Right,4,3.0,2,Normal,Back,175,70
22,France,62,75,LA Galaxy,95952706,343158,Right,1,3.0,4,Lean,Middle,183,75
25,England,73,74,Stevenage,117326430,267465,Right,3,3.0,3,Normal,Forward,174,74
28,Uruguay,67,73,Boavista FC,106522023,303197,Left,3,3.0,3,Normal,Back,186,80
32,Curacao,78,77,Perth Glory,133521900,323952,Right,3,3.0,4,Stocky,Back,189,75
28,England,77,77,Luton Town,102030659,203385,Left,3,3.0,3,Lean,Back,178,70
22,Hungary,67,69,Grasshopper Club Zürich,85616495,199532,Right,3,3.0,4,Lean,Back,182,78
24,Senegal,63,72,Amiens SC,93468433,282393,Right,2,3.0,3,Lean,Forward,189,75
30,Spain,67,66,FC Andorra,88839023,289027,Left,3,3.0,4,Lean,Middle,170,66
25,Republic of Ireland,66,74,Dundalk FC,96746343,261436,Right,2,3.0,4,Normal,Middle,188,75
25,Germany,76,72,SG Dynamo Dresden,119796906,282178,Right,3,2.0,2,Normal,Back,183,79
23,Brazil,75,68,Moreirense FC,99278212,250625,Right,3,3.0,4,Lean,Back,171,64
19,England,69,65,Hibernian,119760562,259782,Right,4,3.0,3,Lean,Middle,188,76
31,Paraguay,75,69,Club Cerro Porteño,82341578,247003,Right,2,2.0,3,Normal,Back,179,82
35,Spain,68,84,CD Tenerife,97228568,183975,Left,2,3.0,2,Normal,Forward,190,79
24,Brazil,69,76,FC Paços de Ferreira,159520292,365820,Right,3,3.0,3,Normal,Back,176,66
30,Portugal,77,74,SC Braga,97788040,125826,Right,3,2.0,3,Normal,Back,187,81
23,Uruguay,66,76,Liverpool Fútbol Club,120847297,281452,Left,3,3.0,3,Normal,Forward,184,89
24,England,70,66,Dundee FC,94778813,199924,Left,2,3.0,2,Normal,Back,181,79
23,Mexico,65,66,US Cremonese,124864292,292506,Left,2,2.0,3,Lean,Back,185,72
19,England,62,71,Walsall,86284905,308506,Right,3,3.0,4,Lean,Middle,184,70
22,Brazil,76,73,Colorado Rapids,81741940,135408,Left,3,3.0,4,Normal,Back,170,67
22,Greece,69,74,Panathinaikos FC,113186069,289954,Right,2,4.0,2,Normal,Forward,186,80
24,Spain,71,74,Estoril Praia,95584365,253397,Right,4,3.0,3,Stocky,Back,170,70
24,Brazil,65,81,Fiorentina,126481316,299122,Left,3,2.0,4,Stocky,Back,185,84
19,Colombia,74,70,Club Independiente Santa Fe,115850556,240666,Right,3,3.0,3,Lean,Back,172,69
24,Peru,62,67,Carlos A. Mannucci,96014524,250952,Right,3,3.0,3,Normal,Back,167,68
29,Sweden,77,79,IF Elfsborg,125235838,208602,Right,4,4.0,3,Normal,Back,175,70
21,England,62,73,Sunderland,107195013,276153,Right,4,4.0,4,Normal,Forward,183,73
28,Saint Lucia,64,75,Ipswich Town,108927081,278209,Right,2,3.0,3,Normal,Back,183,75
28,Denmark,70,75,SønderjyskE,165328536,327484,Right,4,3.0,4,Lean,Middle,180,75
22,Portugal,68,74,Portimonense SC,155383602,330017,Left,5,2.0,4,Normal,Back,192,84
21,Spain,67,67,Villarreal Club de Fútbol B,99926438,229860,Right,3,4.0,3,Lean,Middle,182,72
25,United States,70,66,Chicago Fire Football Club,148739168,394008,Right,3,3.0,3,Normal,Middle,175,74
22,Netherlands,70,71,Sandefjord Fotball,85399993,277959,Left,3,3.0,3,Normal,Back,174,70
22,Uruguay,67,64,Centro Atlético Fénix,131004182,344958,Left,4,2.0,3,Normal,Middle,176,75
28,China PR,67,81,Guangzhou FC,103007828,254450,Right,3,2.0,3,Normal,Back,187,76
20,England,73,79,Morecambe,118034187,227378,Right,3,3.0,2,Normal,Middle,184,74
24,Slovakia,71,74,Wisła Płock,114308361,278115,Right,3,3.0,3,Lean,Middle,186,79
23,Colombia,64,69,Racing Santander,89607851,247690,Left,3,3.0,4,Normal,Middle,169,67
22,Germany,65,78,Viktoria Köln,139476438,280769,Left,3,4.0,3,Lean,Middle,180,74
22,Senegal,74,74,Sheffield United,135943549,294424,Right,3,3.0,4,Lean,Forward,180,70
22,Norway,73,71,Strømsgodset IF,120565890,259379,Right,2,3.0,2,Lean,Back,185,70
24,Ecuador,63,72,Independiente del Valle,112291621,251225,Left,2,2.0,3,Normal,Back,182,83
26,Poland,57,79,Radomiak Radom,94803349,144909,Right,3,3.0,3,Normal,Back,178,68
26,Netherlands,61,77,FC Botoşani,108098335,265094,Right,3,3.0,2,Normal,Back,176,70
21,Ecuador,54,65,Sociedad Deportiva Aucas,55843066,184128,Left,2,3.0,3,Lean,Back,167,64
19,Belgium,74,69,PSV,109512148,284778,Left,3,3.0,3,Normal,Back,179,70
22,Ecuador,59,75,Club Deportivo El Nacional,112407188,335601,Right,4,3.0,3,Lean,Middle,174,71
30,Scotland,66,72,Leeds United,100832631,235473,Left,3,2.0,2,Lean,Back,187,73
21,Austria,68,66,SK Sturm Graz,96376008,316549,Right,3,3.0,4,Normal,Back,185,79
21,Netherlands,65,76,Go Ahead Eagles,122036755,333642,Right,3,3.0,3,Lean,Middle,183,72
25,Portugal,63,63,Vitesse,108641313,275624,Right,3,2.0,4,Normal,Back,191,78
28,Wales,60,70,Mansfield Town,112478259,257555,Right,3,3.0,2,Lean,Back,186,75
20,Mali,71,82,FC Annecy,104371042,196629,Left,3,5.0,3,Normal,Forward,175,68
22,Senegal,71,77,KV Kortrijk,125738632,204778,Right,3,3.0,3,Normal,Forward,188,84
22,Mali,81,68,KV Kortrijk,102670152,232700,Right,3,2.0,3,Normal,Middle,181,74
22,Ghana,69,65,Racing Club de Lens,109455244,290677,Right,3,2.0,2,Lean,Middle,180,61
30,Spain,66,67,RCD Mallorca,115004720,297576,Right,4,3.0,3,Lean,Back,187,80
20,Bolivia,71,74,Independiente Petrolero,116492815,198453,Left,3,3.0,3,Normal,Middle,168,64
24,Colombia,72,72,KRC Genk,117597327,249428,Left,3,3.0,3,Normal,Back,187,82
22,Germany,61,77,1. FC Magdeburg,100182728,287570,Left,3,4.0,2,Lean,Back,169,63
17,Colombia,54,72,Deportivo Pasto,56550205,223758,Right,3,3.0,3,Normal,Middle,178,66
30,Ghana,68,73,Chennaiyin FC,132826496,261329,Left,4,3.0,3,Lean,Forward,190,83
29,Peru,75,75,Sport Huancayo,165309450,403327,Right,3,4.0,3,Normal,Middle,170,69
22,United States,68,69,Crystal Palace,106084064,302889,Right,3,4.0,3,Normal,Back,188,87
20,Venezuela,58,69,Deportivo La Guaira FC,93398887,253852,Right,3,3.0,3,Lean,Forward,175,68
28,Serbia,66,81,Chennaiyin FC,116933735,233459,Left,3,3.0,4,Normal,Back,189,82
21,Ecuador,68,73,LDU Quito,98773265,137779,Right,4,3.0,3,Normal,Middle,170,63
22,Slovenia,67,71,Austin FC,114107250,228601,Left,4,3.0,2,Normal,Back,178,69
31,Argentina,59,66,Gimnasia y Esgrima La Plata,70147907,261946,Right,2,3.0,3,Normal,Back,180,72
30,Chile,71,71,Unión Española,110303782,191571,Right,4,3.0,2,Lean,Middle,185,78
26,Uruguay,70,79,Club Necaxa,122617852,256358,Left,3,3.0,3,Normal,Forward,182,80
26,England,63,72,Ipswich Town,89535964,188564,Right,4,4.0,3,Lean,Back,180,70
32,Paraguay,69,70,General Caballero (JLM),91809074,266234,Right,3,3.0,3,Normal,Forward,184,82
24,Belgium,61,72,KV Mechelen,104567786,263196,Right,2,3.0,3,Stocky,Forward,185,88
31,Sweden,71,70,Brentford,91040842,250689,Right,3,3.0,3,Normal,Back,194,86
24,United States,67,75,Celtic,141902556,357527,Right,3,3.0,3,Stocky,Back,183,92
25,Peru,76,79,Cienciano,142011206,274176,Right,3,3.0,3,Lean,Forward,183,82
26,Uruguay,67,78,Cerro Largo Fútbol Club,95639718,208515,Right,3,3.0,4,Normal,Back,180,73
23,Uruguay,65,68,FC Luzern,72801664,112085,Left,2,3.0,3,Normal,Back,184,85
28,Brazil,64,70,Wuhan Three Towns,76089201,171784,Right,4,4.0,4,Stocky,Forward,196,90
27,Central African Republic,76,67,US Quevilly Rouen Métropole,150246055,357974,Right,4,3.0,3,Normal,Forward,181,70
24,Germany,74,73,SV Elversberg,126601636,204271,Right,3,4.0,3,Lean,Middle,183,73
21,Netherlands,79,78,FC Twente,146983779,326446,Right,4,3.0,4,Lean,Back,186,78
24,Portugal,69,63,Pogoń Szczecin,104621189,262661,Left,3,3.0,3,Lean,Back,181,66
18,Ecuador,76,84,LDU Quito,113888670,198587,Right,3,3.0,3,Normal,Middle,175,68
20,Venezuela,58,73,Academia Puerto Cabello,93689139,283739,Right,3,3.0,4,Normal,Forward,172,68
30,Germany,70,70,SV Waldhof Mannheim 07,114261366,299383,Right,4,4.0,4,Lean,Back,182,76
24,Germany,58,74,SV Darmstadt 98,93196667,305802,Right,3,3.0,3,Normal,Forward,190,86
19,Denmark,74,73,FC Nordsjælland,97588028,193833,Right,3,4.0,4,Normal,Back,188,70
20,Peru,66,71,Carlos A. Mannucci,77514084,80757,Right,2,3.0,3,Normal,Middle,175,72
25,Guinea,75,79,Valencia CF,163254600,321314,Right,4,3.0,2,Lean,Back,189,78
27,Sweden,68,74,Varbergs BoIS FC,147906239,318827,Right,3,2.0,2,Normal,Back,183,83
25,Netherlands,63,65,Sparta Rotterdam,101948133,307389,Right,3,3.0,4,Normal,Back,181,77
22,Korea Republic,75,78,Seongnam FC,150616389,322077,Right,4,3.0,3,Normal,Middle,173,70
31,Belgium,62,67,Hertha BSC,72734518,221284,Right,3,3.0,4,Normal,Back,188,84
33,England,66,68,Real Salt Lake,109863366,339199,Right,3,2.0,4,Stocky,Back,183,78
26,Sweden,70,65,IFK Värnamo,98498852,325187,Right,3,3.0,3,Lean,Middle,177,72
23,Denmark,74,83,AC Horsens,161370326,359996,Right,4,3.0,3,Lean,Middle,174,65
20,Peru,63,75,Sport Huancayo,122914200,319122,Right,4,3.0,4,Normal,Middle,175,67
25,Morocco,69,67,AD Alcorcón,112752887,304875,Right,3,3.0,2,Normal,Middle,179,72
23,Austria,68,67,Racing Club de Lens,142199109,274889,Right,4,3.0,3,Normal,Back,190,85
29,Germany,64,76,VfL Bochum 1848,134617792,317345,Left,5,2.0,4,Normal,Forward,195,89
22,Belgium,58,73,Stade Rennais FC,119430444,312578,Left,3,3.0,3,Normal,Back,184,79
26,Colombia,62,63,Warta Poznań,95016904,250791,Right,3,4.0,3,Normal,Forward,172,69
22,Venezuela,75,77,Aragua Fútbol Club,125108370,283949,Left,3,2.0,3,Normal,Middle,178,66
23,Côte d'Ivoire,79,75,GD Chaves,115111873,289512,Right,3,3.0,4,Normal,Back,178,75
20,England,62,80,Burnley,143665063,379507,Right,4,3.0,3,Normal,Back,188,73
23,Germany,72,60,1. FC Köln,67617159,148585,Left,3,4.0,3,Normal,Forward,193,90
29,Spain,59,77,KAS Eupen,72076876,230832,Right,2,3.0,1,Normal,Back,184,83
23,Portugal,60,62,Santa Clara,52414478,170037,Right,2,2.0,2,Lean,Back,178,73
23,United States,67,70,FC Dallas,80766326,156705,Left,3,3.0,3,Lean,Back,178,72
21,France,69,75,Chamois Niortais Football Club,118863617,291728,Right,2,3.0,3,Normal,Middle,184,78
26,England,65,78,Colchester United,91472072,238528,Right,3,4.0,4,Normal,Middle,173,70
22,Japan,76,84,Vegalta Sendai,141308508,222559,Right,4,3.0,3,Normal,Middle,175,72
25,China PR,71,85,Jiangsu FC,143935338,252796,Right,3,4.0,4,Stocky,Middle,178,80
28,Ecuador,61,71,Delfín Sporting Club,77541538,215309,Right,3,3.0,3,Normal,Back,176,78
20,Mali,73,78,Stade de Reims,158397655,311183,Right,4,3.0,3,Normal,Forward,185,72
17,Venezuela,70,70,Deportivo La Guaira FC,109553404,263565,Right,4,3.0,3,Lean,Middle,168,61
33,Portugal,74,67,SV Elversberg,145725255,334428,Right,3,4.0,3,Lean,Back,186,81
20,Netherlands,61,74,Vitesse,103281373,295808,Left,3,3.0,3,Lean,Back,178,68
23,Ghana,61,68,Southampton,66947149,149012,Left,4,3.0,4,Normal,Back,191,85
22,Guyana,71,57,Cheltenham Town,79690977,261223,Right,2,4.0,2,Normal,Middle,188,74
28,Germany,68,72,Hamburger SV,111910712,277639,Right,3,4.0,3,Normal,Forward,193,85
20,Paraguay,61,66,Club Sol de América,78407193,289873,Right,3,3.0,3,Lean,Forward,174,62
24,Peru,73,75,Sport Boys,71796852,133803,Right,3,3.0,4,Normal,Back,180,79
28,Czech Republic,69,70,FC Viktoria Plzeň,99766784,268155,Right,3,3.0,2,Lean,Back,191,84
27,Nigeria,76,74,Racing Santander,147985230,302697,Left,4,3.0,3,Normal,Forward,182,74
31,Paraguay,66,69,Club Nacional,103996554,279608,Right,3,2.0,2,Normal,Middle,179,75
24,Germany,69,73,VfL Osnabrück,111686345,303079,Right,3,3.0,3,Normal,Back,187,77
22,Switzerland,64,63,FC Luzern,107620166,316334,Right,3,3.0,2,Normal,Middle,184,82
37,Jamaica,65,69,Karlsruher SC,94157208,350823,Right,2,4.0,3,Normal,Back,194,85
23,Congo DR,62,72,Stade Lavallois Mayenne FC,87237687,252770,Right,3,3.0,3,Normal,Back,178,72
30,Croatia,66,65,Cerezo Osaka,92024403,259228,Right,3,3.0,2,Normal,Back,187,83
22,Republic of Ireland,65,60,Venezia FC,79011699,225556,Right,2,3.0,2,Normal,Forward,175,73
34,Hungary,52,72,FC Basel 1893,77079422,231150,Right,3,3.0,2,Stocky,Forward,193,93
21,Romania,59,79,FC Botoşani,101858842,251015,Right,3,3.0,3,Normal,Back,189,83
22,Spain,60,75,FC Andorra,82995520,242181,Left,2,3.0,3,Lean,Middle,178,68
22,Portugal,56,71,GD Chaves,86520659,291141,Left,2,3.0,3,Lean,Back,178,73
22,Argentina,70,66,Club Atlético Colón,91650952,217537,Right,2,4.0,3,Lean,Back,188,82
32,England,69,80,Harrogate Town,103304504,247138,Right,3,4.0,5,Normal,Back,178,72
33,Brazil,67,78,Radomiak Radom,127673498,274877,Left,4,3.0,4,Normal,Middle,175,74
31,Brazil,54,72,Trabzonspor,110575331,299964,Left,4,2.0,3,Normal,Back,187,80
23,Romania,78,77,FC U Craiova 1948,143424218,339527,Right,3,3.0,3,Normal,Back,168,68
24,Germany,69,80,VfL Osnabrück,107223747,249866,Left,4,2.0,4,Stocky,Forward,179,78
33,Belgium,68,83,Waasland-Beveren,125442742,269939,Right,3,4.0,4,Stocky,Forward,175,76
23,Colombia,72,80,KRC Genk,133287223,255728,Right,3,3.0,5,Normal,Back,179,81
18,England,69,69,Tranmere Rovers,88033530,229673,Right,3,3.0,3,Lean,Middle,175,75
31,Denmark,68,78,Silkeborg IF,138845009,219893,Right,3,3.0,3,Lean,Forward,196,85
23,Uruguay,76,73,Centro Atlético Fénix,93053531,191391,Left,3,2.0,3,Lean,Middle,178,66
24,France,71,66,Chamois Niortais Football Club,84270424,168150,Right,3,3.0,3,Normal,Back,175,68
23,Germany,67,75,1. FC Union Berlin,76027121,160915,Right,2,3.0,3,Normal,Back,186,83
22,Germany,76,74,SK Rapid Wien,110278922,248392,Left,3,3.0,3,Normal,Middle,176,69
20,Denmark,64,71,AC Horsens,87229738,271180,Right,3,3.0,3,Lean,Middle,185,80
30,Brazil,68,72,Fluminense,93277681,257220,Right,3,3.0,3,Stocky,Middle,181,82
21,Peru,72,69,Club Atlético Grau,130078529,266344,Left,4,3.0,3,Lean,Back,180,79
19,Japan,73,74,Shimizu S-Pulse,131904825,284933,Right,4,3.0,4,Lean,Forward,175,66
21,France,68,73,FC Nantes,152059034,308100,Right,4,3.0,3,Normal,Forward,185,79
27,Germany,73,78,Rot-Weiß Essen,111570110,265475,Right,3,3.0,3,Lean,Forward,182,74
23,Argentina,75,74,Godoy Cruz,115765956,307146,Right,3,3.0,3,Lean,Middle,183,76
27,Republic of Ireland,65,75,Morecambe,88960555,186832,Right,3,3.0,3,Normal,Back,176,69
20,Mali,62,71,SV Zulte Waregem,93483566,261594,Left,3,3.0,2,Lean,Middle,180,74
22,Scotland,63,70,Derry City,113427155,289987,Right,4,3.0,4,Lean,Middle,174,67
23,Portugal,71,72,FC Vizela,111523099,323557,Left,3,3.0,3,Lean,Back,175,66
30,Faroe Islands,77,78,Helsingborgs IF,137805394,319921,Left,3,3.0,3,Normal,Back,178,72
27,Paraguay,69,80,Guaireña FC,132287669,248138,Right,3,3.0,4,Normal,Middle,177,76
32,England,79,73,Waterford FC,157042472,292997,Left,3,4.0,3,Normal,Middle,185,76
22,England,68,66,Grimsby Town,116005232,287163,Left,4,3.0,3,Lean,Back,181,72
23,Paraguay,74,72,Club Atlético Aldosivi,104368780,229975,Left,3,3.0,2,Normal,Back,180,76
22,Sweden,65,68,SK Slavia Praha,116896026,384723,Right,2,3.0,3,Normal,Back,186,78
23,Brazil,74,76,Club Atlético Rentistas,125042945,260740,Left,3,3.0,4,Lean,Forward,170,67
28,Brazil,71,76,Tianjin Jinmen Tiger FC,86880239,119456,Right,3,3.0,3,Normal,Middle,177,65
25,Germany,60,69,Holstein Kiel,80030187,309478,Right,3,3.0,3,Lean,Back,190,81
33,Greece,75,68,Fortuna Sittard,132562013,316705,Left,4,3.0,3,Normal,Back,191,83
30,Greece,76,81,Olympiacos CFP,112905643,192443,Right,4,2.0,4,Normal,Back,189,83
22,Argentina,65,70,San Lorenzo de Almagro,101723637,229365,Right,3,3.0,3,Normal,Middle,177,68
26,Kenya,69,80,Kashiwa Reysol,124622206,286454,Left,3,3.0,3,Normal,Forward,193,85
22,Argentina,82,75,Unión de Santa Fe,113852496,226405,Right,3,3.0,4,Normal,Middle,170,68
24,Germany,58,75,SK Austria Klagenfurt,105159980,302997,Left,4,3.0,2,Normal,Back,177,66
22,Germany,74,73,SC Freiburg II,117414312,212192,Left,3,3.0,3,Normal,Middle,180,75
25,Peru,70,71,Club Atlético Grau,88068643,172765,Right,3,3.0,4,Normal,Middle,181,78
20,Australia,69,65,Sydney FC,119078655,294368,Right,3,3.0,3,Lean,Middle,178,69
24,Ecuador,58,75,Barcelona Sporting Club,101291198,246609,Left,3,3.0,2,Lean,Middle,168,70
31,Croatia,69,59,Amiens SC,86756233,180841,Right,3,3.0,2,Normal,Back,196,94
23,Argentina,80,82,Club Atlético Independiente,139636672,253808,Right,4,3.0,2,Normal,Back,183,77
28,Germany,62,68,1. FSV Mainz 05,65158545,215983,Left,2,3.0,3,Normal,Back,193,88
25,Italy,63,68,Cosenza,102743774,262144,Left,2,3.0,4,Normal,Middle,179,75
20,Ecuador,58,76,Mushuc Runa,83508021,239800,Right,2,3.0,4,Lean,Middle,168,70
23,Uruguay,67,74,Club The Strongest,132667616,330274,Right,3,3.0,5,Normal,Middle,181,77
19,Ecuador,77,63,Delfín Sporting Club,100323347,225958,Left,3,3.0,3,Lean,Back,183,69
22,Spain,63,69,Go Ahead Eagles,123471578,292782,Left,4,3.0,3,Lean,Back,185,76
35,Italy,73,65,Palermo,123481836,268676,Right,3,2.0,3,Normal,Middle,171,67
21,England,66,67,Sunderland,98730287,156112,Right,3,4.0,3,Lean,Middle,181,74
18,Mexico,68,75,Club León,121737132,322884,Right,3,3.0,4,Lean,Middle,175,72
21,Colombia,62,76,Atlético Nacional,79133008,228681,Left,3,3.0,3,Lean,Back,186,80
29,Tunisia,65,69,Vålerenga Fotball,64316164,202809,Left,4,4.0,4,Lean,Back,191,81
28,Austria,66,72,Austria Lustenau,92436529,160960,Left,2,3.0,3,Normal,Middle,170,65
24,Cape Verde Islands,71,88,FK Jerv,128288907,293410,Left,4,3.0,5,Stocky,Back,182,80
21,France,69,74,Toulouse Football Club,123955973,330152,Right,3,3.0,4,Lean,Back,187,76
24,Ecuador,69,75,CS Emelec,118948847,268362,Right,4,4.0,3,Normal,Middle,167,69
18,France,74,77,FC Metz,117490165,284346,Right,3,2.0,4,Lean,Back,176,64
26,Bolivia,71,71,Club Deportivo Guabirá,115146679,294099,Right,3,3.0,4,Normal,Back,176,76
22,Denmark,69,66,Silkeborg IF,88598918,295779,Left,3,3.0,3,Lean,Middle,178,68
26,Germany,76,81,TSV Havelse,137549045,300718,Right,4,2.0,4,Normal,Middle,187,79
24,Venezuela,73,78,Academia Puerto Cabello,78222094,223724,Right,3,3.0,3,Lean,Middle,174,68
33,Uruguay,72,70,"Club Social, Cultural y Deportivo de Blooming",85368593,194505,Right,3,3.0,3,Normal,Middle,185,75
24,England,68,85,Oxford United,166201683,346152,Right,4,3.0,4,Normal,Back,179,74
22,Zambia,62,70,FC Midtjylland,101908522,301731,Right,2,3.0,4,Lean,Back,171,65
25,Switzerland,71,73,SSV Jahn Regensburg,118070533,270731,Right,3,3.0,4,Normal,Back,187,83
26,Croatia,66,62,Jagiellonia Białystok,114673438,268313,Right,3,5.0,2,Normal,Forward,187,72
24,Germany,53,71,TSV 1860 München,62443007,128007,Right,3,5.0,2,Normal,Back,180,71
23,France,68,78,Paris FC,125170101,242328,Right,3,2.0,4,Normal,Back,185,78
23,Argentina,64,66,Atlético Tucumán,96795042,294580,Right,3,3.0,3,Normal,Back,166,67
30,France,70,76,USL Dunkerque,139462996,284056,Left,4,4.0,3,Stocky,Middle,176,68
30,Republic of Ireland,72,73,Birmingham City,126324964,323540,Right,4,3.0,4,Normal,Forward,180,64
30,Estonia,75,79,FCSB (Steaua),143351600,299584,Right,3,3.0,3,Stocky,Back,192,90
24,France,65,75,Stade de Reims,126429641,274681,Right,3,3.0,2,Normal,Back,185,80
22,Norway,69,75,Odds BK,138797120,344662,Right,4,3.0,2,Normal,Middle,180,73
21,Morocco,67,66,Waasland-Beveren,95092379,219943,Left,3,3.0,3,Lean,Back,172,62
30,Germany,77,80,SC Freiburg II,115522164,261821,Right,3,3.0,3,Normal,Middle,169,65
24,Korea Republic,57,67,Gangwon FC,57592848,264376,Right,2,3.0,4,Normal,Middle,184,75
26,Sweden,59,72,Varbergs BoIS FC,44466490,161773,Left,3,2.0,3,Normal,Back,189,79
25,Ukraine,58,65,Bruk-Bet Termalica Nieciecza,72369644,216006,Right,2,3.0,3,Normal,Middle,173,65
24,Guinea,72,67,Paris FC,83295617,143887,Right,2,2.0,2,Lean,Middle,188,81
22,Uruguay,77,82,Godoy Cruz,148386993,294244,Left,4,3.0,3,Lean,Forward,187,76
